title,audio_file_id,genre,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37
Social Dance Song,PENDING,Social dance; dance song,6,10,10,5,2,2,8,11,11,11,1,9,9,11,3,6,2,11,3,5,5,11,2,7,8,0,0,0,5,0,0,0,2,8,8,5,5
Yaqui Deer Dance,T5405R31m,Animal song; dance song,10,4,6,8,11,11,5,8,0,8,1,11,6,9,3,1,5,1,11,5,5,11,2,3,5,3,0,0,0,11,0,2,4,8,0,2,2
Snake Ceremonial Songs,PENDING,Animal song; ceremonial song,6,10,10,5,8,5,8,11,11,2,1,9,9,11,3,9,8,11,11,8,2,11,2,3,2,0,0,0,0,5,5,2,9,8,11,8,5
Social Song,PENDING,Social song,10,10,10,8,11,11,8,11,11,2,1,11,9,11,0,10,5,4,11,5,0,11,5,3,5,3,3,3,11,11,11,5,9,11,11,8,5
Western Apache Song ,PENDING,"",6,10,6,5,8,5,5,8,2,2,1,9,9,9,11,10,8,11,8,5,2,11,5,3,2,0,0,3,5,5,5,2,9,5,8,8,5
Devil Dance,PENDING,Spirit dance,6,10,6,5,5,2,5,8,2,2,1,9,9,9,11,9,11,11,11,5,2,11,2,3,2,0,0,7,5,5,5,5,6,8,8,8,2
Night Chant,PENDING,Initiation rite; chant; night song; boys' song; girls' song,6,9,6,5,2,2,5,8,2,2,1,9,9,9,11,5,8,1,11,5,2,11,5,3,8,3,3,11,0,11,5,11,2,5,0,2,0
Enemy Way,PENDING,War dance song; dance song; chant ,6,10,10,5,5,5,8,11,11,2,1,9,9,11,11,9,5,11,11,5,2,11,5,3,5,0,0,7,0,11,11,5,9,11,8,8,5
Moon Song,PENDING,Competitive song,10,4,10,8,11,11,8,11,11,2,1,11,9,11,7,9,11,11,11,2,0,11,0,9,2,3,3,7,0,5,5,0,2,5,8,11,2
Round Dance Song,PENDING,Social dance; dance song; circle dance; round dance,6,4,10,5,2,2,8,11,11,2,1,9,6,11,3,6,5,4,11,5,0,11,0,3,0,0,0,3,5,0,0,8,4,2,2,11,2
Moonlight Song,PENDING,Serenade,6,11,11,5,2,0,11,11,11,2,1,9,11,11,7,6,11,7,11,0,0,11,5,7,0,3,0,7,5,11,11,2,4,2,8,11,2
Lullaby,PENDING,Lullaby; women's song,10,11,11,8,11,11,11,11,11,5,1,11,11,11,0,11,0,11,11,5,0,11,0,7,8,7,0,7,5,0,0,2,4,5,2,2,8
Comanche Dance,PENDING,Dance song,6,10,6,5,2,0,5,2,0,2,1,9,9,9,7,10,8,11,3,5,2,11,2,3,5,0,0,3,0,5,0,2,4,8,8,8,2
Rain Dance,PENDING,Rain song; dance song,6,9,6,5,5,0,5,0,0,2,1,9,9,9,7,11,11,11,11,5,2,11,2,3,2,0,0,7,0,5,11,2,4,5,8,8,2
Ball Game Songs,PENDING,Game song,6,11,11,5,2,2,11,11,11,5,1,9,11,11,0,10,2,11,11,5,2,11,2,7,8,0,0,3,0,5,5,2,4,0,5,2,5
Five Songs of the Delaware Big House Ceremony,PENDING,Ceremonial song,6,10,10,5,8,5,5,2,0,2,1,11,11,11,3,1,11,1,3,5,2,11,5,3,5,0,0,3,0,0,0,2,4,2,2,8,5
Rain Dance,PENDING,Dance song; magic song; rain song,4,10,6,5,5,2,5,5,2,2,1,9,9,9,7,11,5,9,11,2,2,11,2,1,0,0,0,0,0,11,11,2,6,5,8,11,2
The Corn Dance,PENDING,Thanksgiving song; dance song; chief's song; corn song; ritual song,4,10,10,5,5,5,8,11,11,2,1,9,1,11,7,6,5,9,11,5,2,11,2,3,2,3,3,7,0,0,5,2,2,8,5,11,5
Collection of Dances,PENDING,Dance song,10,10,10,8,11,11,8,11,11,2,1,11,9,11,7,6,5,4,11,5,2,11,0,7,2,3,3,3,0,5,11,2,2,5,8,8,0
Deer Song,PENDING,Animal song; spirit song; clan song; totem song,10,10,10,8,11,11,8,11,11,11,1,11,9,11,7,6,2,3,11,5,5,11,2,3,11,0,0,0,0,5,5,5,4,8,8,2,5
Prisoner's Song,PENDING,Prison song,10,4,10,8,11,11,8,11,11,2,1,11,6,11,7,6,5,9,11,5,2,11,5,7,2,3,0,3,5,5,5,2,9,8,8,8,2
Peyote Dance,T5405R03m,Ceremonial song; peyote ceremony song; dance song; trance song,2,11,11,2,5,8,11,11,11,5,1,7,11,11,11,1,5,1,3,5,2,11,0,1,5,3,0,0,0,0,5,5,6,8,8,8,2
Cree Song,PENDING,"",10,4,10,8,11,11,8,11,11,0,1,11,6,11,7,6,5,9,11,2,2,11,5,3,0,0,0,0,5,5,11,8,9,5,8,8,2
War Dance Song,PENDING,War dance song,6,4,6,5,8,5,5,5,0,2,1,9,9,9,7,0,11,1,11,2,2,11,5,1,0,0,0,3,5,5,5,2,6,8,8,11,2
Love Song,PENDING,Love song,10,11,11,8,11,11,11,11,11,0,0,11,11,11,7,9,11,7,11,2,2,11,5,1,0,11,0,7,11,5,5,2,6,8,8,5,2
Stick Game Song,PENDING,Stick game song; game song,10,10,10,8,11,11,8,11,11,8,1,11,9,11,7,6,2,9,8,8,2,11,2,3,5,0,0,0,5,5,0,2,6,8,11,5,5
Chief's Song,PENDING,Chief's song,6,11,11,5,5,5,11,11,11,2,1,9,11,11,7,7,5,7,11,5,5,11,5,7,5,7,0,11,11,11,5,0,6,0,8,2,2
Sun Dance,PENDING,Dance song,6,4,10,5,5,5,8,11,11,0,1,9,9,11,0,6,2,3,3,5,5,11,8,7,5,3,0,3,11,11,11,5,4,0,5,2,5
Warrior's Dance,PENDING,Dance song; warrior's song,10,4,10,8,11,11,8,11,11,0,1,11,0,11,7,7,5,7,11,2,2,11,8,7,8,7,11,7,11,11,11,0,2,2,0,5,5
Girls' Puberty Song,PENDING,Puberty song; ceremonial song,6,11,11,5,5,2,11,11,11,0,6,9,11,11,3,0,2,0,3,8,5,11,2,7,8,3,0,3,0,0,0,5,9,11,8,2,5
Coyote Song,PENDING,Animal song,6,10,10,5,5,2,8,11,11,2,6,9,9,11,0,6,5,9,11,8,2,11,2,3,5,0,0,3,0,0,0,2,6,11,11,2,5
Peyote Song,PENDING,Peyote ceremony song; trance song,10,10,6,8,11,11,5,2,0,2,1,11,9,9,7,6,8,9,11,2,2,11,5,1,5,0,0,7,0,5,0,0,6,8,2,5,5
Bear Dance Song,PENDING,Animal song; dance song,10,10,10,8,11,11,8,11,11,0,1,11,9,11,0,7,8,7,11,8,2,11,8,7,11,7,0,11,11,11,11,0,11,8,5,2,0
Funeral Song,PENDING,Funeral song; mourning song,6,10,10,5,8,5,8,11,11,2,6,9,9,11,3,6,11,9,11,8,5,11,2,3,5,0,0,0,0,5,0,2,4,5,8,2,5
Medicine Song,PENDING,Healing song; shaman song; mystical song; medicine song,6,10,10,5,5,5,8,11,11,5,1,9,9,11,0,10,8,11,3,8,2,11,5,3,5,0,0,3,5,5,5,2,4,8,8,8,5
Johnnie Bull Song,PENDING,Dance song; narrative song,6,3,7,5,8,2,5,2,2,2,1,9,9,9,11,0,11,1,11,5,2,11,2,3,0,3,0,3,5,5,0,2,6,5,8,5,5
Before We Came to This Religion,PENDING,Magic song; shaman song,10,11,11,8,11,11,11,11,11,2,1,11,11,11,3,6,8,4,3,5,2,11,5,7,5,7,0,3,0,0,5,2,4,8,11,2,2
"Nave, Ne Kau Sakenia",T5428R58,Funeral song; dirge,7,11,11,5,5,5,11,11,11,8,0,9,11,11,11,11,11,11,11,2,2,11,0,9,2,11,0,7,5,11,0,2,4,8,11,5,5
Fuatanga,T5428R57,Funeral song; dirge,7,11,11,5,5,8,11,11,11,5,0,9,11,11,11,11,11,11,11,5,2,11,0,11,2,11,0,7,5,11,0,5,6,8,11,2,0
"Song From an Auga Soro (of a Taumako Chief, Feast to Praise the Gods)",T5428R60,Dirge; ritual song; chief's song; feast song; praise song,6,3,6,5,5,2,5,0,5,11,1,9,9,9,11,11,11,11,11,8,5,11,2,7,5,3,0,3,0,0,0,5,6,5,8,5,8
"Matavaka, Sisi Matini",T5428R51,Recreational dance; dance song,6,10,10,0,2,0,8,11,11,11,6,9,9,11,11,11,11,11,8,5,2,4,0,1,0,0,0,3,5,0,0,2,2,5,8,8,5
Heruei and Hauinas,T5430R41,Boat song,6,11,11,0,2,0,11,11,11,11,0,9,11,11,3,5,8,0,8,8,5,4,2,9,8,11,0,7,0,0,0,2,6,11,11,5,11
Lau,T5428R52,"",6,10,10,5,2,5,8,11,11,8,6,9,6,11,11,11,8,11,8,5,2,11,2,1,0,0,0,3,5,0,0,2,2,2,8,8,5
"Mori, Kafosi E",T5428R53,Dance song; men's song,6,10,10,5,5,5,8,11,11,8,1,9,9,11,11,11,11,11,8,5,2,11,0,1,2,3,3,3,0,0,0,5,6,2,8,2,5
Mako Vae Rua,T5428R54,Dance song; competitive song,0,11,11,0,2,0,11,11,11,8,1,0,11,11,3,11,11,11,8,5,2,0,0,3,0,0,0,3,5,0,0,2,4,5,8,11,5
Tavangutu,T5428R55,Slander song,6,4,10,0,5,2,8,11,11,11,6,9,6,11,11,9,11,11,8,5,2,9,0,3,0,0,0,3,5,0,0,2,4,5,8,8,5
Faka Totai,T5428R56,Children's song; game song; competitive song,6,11,11,0,5,2,11,11,11,11,6,9,11,11,11,6,5,6,8,5,2,9,0,7,0,0,0,3,0,0,0,2,4,2,5,8,5
Ainu Song 2,T5410R21,Women's song,0,11,11,0,5,0,11,11,11,2,6,0,11,11,3,0,0,0,0,8,5,0,0,3,8,0,0,0,0,0,5,2,9,8,5,2,2
Daba Est Assise; Salutation Heureuse; Apportez La Natte,T5432R02,Wedding song; greeting song,2,0,10,5,5,2,8,11,11,8,6,9,6,11,3,1,2,0,8,5,5,11,5,3,5,3,0,7,5,0,0,5,6,5,8,5,8
Chant Lyrique,T5623R12,Lyric song,10,11,11,8,11,11,11,11,11,11,0,11,11,11,0,1,11,0,11,5,8,11,2,9,5,11,0,11,11,5,0,5,6,8,5,5,2
Song for the Gheraoul Festival,T5461R10,Festival song,0,11,11,0,2,5,11,11,11,0,0,7,11,11,3,2,8,0,11,5,0,6,5,11,2,11,0,11,11,5,0,2,2,2,5,2,0
Miweli Barewail,T5461R11,Women's song,0,11,11,0,0,0,11,11,11,5,1,0,11,11,3,0,0,0,8,8,2,0,2,3,2,0,0,7,0,0,0,5,2,5,5,2,5
Danse D'Apparat,T5461R17,Dance song; competitive song,0,0,0,0,2,0,0,2,2,2,6,0,6,1,3,5,0,0,8,5,0,0,2,1,2,0,0,7,0,11,0,2,2,2,2,8,2
Yaidamo,T5461R16,Animal song,0,11,11,5,2,0,11,11,11,2,6,0,11,11,3,0,0,1,3,5,2,11,2,3,2,0,0,7,11,0,0,2,0,5,2,2,8
Doilel,T5461R12,Women's song,0,11,11,0,2,5,11,11,11,2,6,0,11,11,3,0,0,0,8,2,0,0,0,3,2,3,0,11,5,0,11,2,2,0,5,2,2
"Children Dancing Alone While Clapping Their Hands, Familial Amusement, I",T5461R13,Children's song; dance song; game song,6,0,6,5,5,2,5,2,2,2,9,9,1,9,3,0,8,0,3,11,11,11,0,3,8,0,0,7,0,0,0,2,4,5,5,5,2
"Mother Sings to Accompany the Dancing Children, Familial Amusement, II",T5461R14,Children's song; dance song; game song,2,0,0,5,2,2,0,0,2,2,1,5,6,3,0,5,2,0,3,5,5,11,2,1,8,0,0,7,5,0,0,5,4,5,5,5,2
"The Whole Family Cries, Shouts, Sings, Claps Their Hands",T5461R15,Children's song; dance song,0,0,0,5,2,0,0,0,0,2,6,5,6,3,3,0,0,0,11,11,8,11,0,1,2,3,0,7,11,0,0,5,4,5,5,5,2
Gio Songs,T5434R11,Work song,0,0,0,0,0,2,0,2,0,2,6,0,6,1,3,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,5,2,8,2
Praise Song in Honor of Mohammed,T5432R15,Praise song; feast song; festival song,8,4,4,8,11,11,0,0,2,8,0,11,6,7,0,11,8,11,11,5,0,11,2,1,0,11,3,3,0,11,0,11,11,11,8,8,8
Imbo Kunyangwa,T5435R13,Topical song,10,4,10,8,11,11,0,11,11,8,1,11,3,11,0,5,2,11,11,5,2,11,0,3,8,3,3,3,0,0,0,2,4,5,8,2,5
Abu Madzada,T5435R15,Self-delectative song,10,0,10,8,11,11,0,11,11,5,1,11,3,11,0,5,0,0,8,2,0,11,0,3,8,3,0,3,5,0,0,5,4,5,0,2,2
Taragina,T5435R14,Topical song,10,10,10,8,11,11,0,11,11,8,3,11,3,11,3,4,0,0,8,8,2,11,0,3,8,3,3,3,0,0,0,2,4,8,8,2,5
Women's Ritual Peipa Song,T5436R07m,Women's song,0,11,11,0,5,0,11,11,11,0,6,0,11,11,0,0,0,0,0,5,2,0,0,3,2,0,0,3,11,0,0,2,4,5,5,8,2
Mumbariyo,T5434R17,Party song,2,0,1,0,2,2,0,0,0,8,1,0,3,5,3,2,0,0,11,8,2,0,0,3,8,0,0,7,11,0,0,2,2,5,8,2,2
Angela,T5434R18,Party song,2,0,1,0,2,2,0,0,0,8,1,0,3,5,3,2,0,0,11,5,2,0,0,3,8,0,0,7,11,0,0,2,2,5,8,2,2
Gowu,T5434R15,Nostalgic song,10,4,10,8,11,11,0,11,11,11,0,11,3,11,11,5,0,0,1,5,2,11,0,3,8,11,0,3,0,0,0,2,6,8,2,2,5
Toreku,T5434R16,Morality song,1,11,11,5,5,5,11,11,11,8,3,9,11,11,0,2,2,1,11,8,2,11,0,3,8,0,0,7,5,0,0,2,4,5,8,2,2
Anare Mangede Udu-we,T5434R14,Political song; lament,2,0,10,5,2,0,0,11,11,5,6,9,3,11,0,2,0,0,11,2,2,11,0,3,5,0,0,7,5,0,0,2,2,0,5,5,2
"No gông, par Toyor",T5436R10m,Wedding song,1,10,6,5,5,2,5,2,2,2,6,9,6,9,0,2,0,0,11,5,5,11,0,3,2,3,0,7,0,0,0,5,6,8,8,8,5
Veru and Ndiri,T5438R26,Topical song,10,4,0,8,11,11,0,0,0,11,1,11,6,1,0,2,0,0,11,8,5,11,0,7,8,3,0,7,0,0,0,5,4,5,5,2,5
Men's Song with Drum,T5435R02,Men's song,4,0,0,0,5,5,8,8,5,8,1,9,1,5,0,4,5,0,11,8,2,4,2,3,5,0,0,7,5,0,0,2,6,8,8,5,2
Kele-Kele Bird,T5436R11m,Animal song; men's song,6,11,11,0,2,2,11,11,11,11,1,9,11,11,0,10,2,4,8,5,5,6,0,3,8,3,0,0,5,0,0,2,4,5,5,5,2
Odhiambo Obet,T5437R17,"",10,10,10,8,11,11,8,11,11,11,6,11,6,11,0,0,0,0,11,8,5,11,0,1,5,3,3,3,5,0,0,2,4,5,5,5,8
Long'ilo,T5437R28,Dance song,1,9,6,0,0,0,5,0,0,0,6,9,9,9,3,0,2,1,11,8,5,6,2,3,2,0,0,0,5,0,0,2,2,2,5,8,5
Arap Kapero,T5437R29,Topical song,10,10,10,8,11,11,0,11,11,8,6,11,6,11,0,10,2,11,11,8,2,11,0,3,2,0,0,3,0,0,5,5,6,8,8,8,8
Men's Song,T5438R28,Men's song,5,11,11,0,8,8,11,11,11,8,0,7,11,11,3,11,8,11,11,5,0,4,0,11,0,11,0,11,11,0,0,2,4,8,11,8,2
Giraffe Song 1,T5438R27,Healing song; ceremonial song; dance song,0,4,6,0,0,0,5,2,5,0,1,1,7,9,3,0,0,0,0,0,0,0,0,3,2,0,0,11,11,0,0,2,0,0,2,2,0
Women's Magic Song,T5439R01,Women's song; magic song; hunting song,10,11,11,8,11,11,11,11,11,0,1,11,11,11,0,1,5,0,0,2,0,11,0,3,5,3,0,0,0,0,0,11,0,0,0,0,0
Sandzo,T5439R04,Ritual song; dance song; hunting song,0,0,0,0,0,0,0,0,0,0,6,0,6,5,3,0,0,0,0,0,0,0,0,3,5,0,0,11,11,0,0,0,0,0,0,0,0
Yeli,T5439R03,Women's song; magic song; hunting song,0,9,6,0,0,0,5,2,2,0,6,0,9,9,3,0,0,0,8,0,0,0,0,1,2,0,0,11,11,0,0,2,0,0,2,0,0
For Edzingi After Successful Elephant Hunt,T5439R05,Hunting song; ceremonial song,0,0,0,0,0,0,0,5,0,2,6,0,6,1,3,0,2,0,0,0,2,0,0,3,2,0,0,11,11,0,0,2,2,2,2,2,2
Elephant Song,T5439R20,Hunting song; animal song,0,11,11,0,2,0,11,11,11,0,6,0,11,11,3,0,0,0,0,0,0,0,0,3,2,0,0,7,11,0,0,2,0,5,5,5,0
Leaf-Carrying Songs,T5439R19,Work song,0,11,11,0,0,0,11,11,11,5,6,0,11,11,0,0,0,0,3,2,0,0,0,3,2,0,0,11,11,0,0,0,0,2,5,8,2
Dance Music,T5439R11,Dance song,0,0,1,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,3,2,0,0,11,11,0,0,2,0,2,2,2,0
Hunting Song,T5439R17,Hunting song,0,0,1,0,0,0,0,2,0,0,6,0,6,3,3,0,0,0,0,2,0,0,0,3,2,0,0,7,11,0,0,0,0,2,2,2,2
Iyo-o-u-o,T5439R15,Wedding song; women's song,0,11,11,0,0,0,11,11,11,0,6,0,11,11,3,0,0,0,11,2,2,0,0,7,8,0,0,11,0,0,0,2,0,5,5,2,2
Amabele-O-Iye,T5439R14,Party song; women's song,0,11,11,0,2,0,11,11,11,5,6,0,11,11,3,0,0,0,11,5,0,0,0,7,8,0,0,3,0,0,0,2,4,5,8,2,2
Mai-O-Da,T5439R13,Fishing song; women's song,6,11,11,0,2,0,11,11,11,8,6,9,11,11,0,1,2,0,11,8,5,6,0,7,8,0,0,3,5,0,0,2,4,5,8,2,2
Honey Song,T5439R18,Honey song; animal song,0,0,1,0,0,0,0,0,0,0,6,0,6,1,0,0,0,0,0,2,0,0,0,7,2,0,0,7,11,0,0,2,0,5,2,2,2
The Honey Harvest,T5439R16,Harvest song; honey song,0,11,11,0,0,0,11,11,11,0,0,0,11,11,0,0,0,0,0,0,0,0,0,7,2,11,0,11,11,0,11,0,0,0,2,0,0
Traveling Song,T5439R12,Traveling song,1,9,1,0,2,0,0,0,0,2,6,9,1,1,3,1,0,1,0,5,2,9,0,3,2,0,0,3,0,0,0,5,2,5,2,8,2
Song Taught by Watusi,T5439R26,Women's song,0,9,6,0,0,0,5,0,0,11,6,9,6,9,3,6,5,6,8,5,5,2,0,1,5,0,0,3,0,0,0,2,4,5,8,5,2
Women's Traditional Song,T5439R25,Women's song,2,0,6,0,2,0,5,0,0,2,1,9,1,9,0,1,5,1,11,0,2,6,5,3,2,0,0,7,11,5,5,2,2,5,5,5,2
Liya Kamuchoma Wa Kanga,T5454R04,Dance song,4,0,6,0,0,0,0,0,0,8,1,9,3,9,0,5,5,1,11,2,5,4,0,3,2,0,0,7,0,0,0,2,2,2,2,5,2
Tulila Menda,T5447R10,Rain song,1,0,0,5,2,0,0,0,0,2,6,9,6,1,0,1,2,0,11,8,5,11,0,3,2,0,0,7,0,0,0,5,4,5,8,5,2
Ndoba Bieena Wisi Mbozi,T5447R06,Funeral song; dance song; burial song,6,9,6,5,2,0,5,0,0,0,6,9,9,9,11,0,2,0,11,8,2,11,0,7,2,0,0,0,0,0,0,5,4,5,5,8,0
Anatami,T5447R17,Drinking song,4,9,6,0,2,0,5,0,2,5,6,9,9,9,3,8,2,4,8,5,5,6,0,3,2,0,0,3,0,0,0,5,4,0,5,5,2
"Maulu, Maulu, Kakusike Kumwebe",T5447R40,Lament; personal song,0,0,6,0,0,0,0,5,0,5,1,0,6,5,3,2,8,0,8,5,0,0,0,3,5,3,0,7,11,0,0,5,4,2,8,2,2
Ngodo Of Regulo Zandamela,T5448R24,Mzeno,1,0,0,0,5,0,0,0,0,11,6,9,6,3,0,2,5,0,11,5,5,6,0,7,0,0,0,0,0,0,0,2,2,5,8,8,2
Ndinochema Amasebe,T5444R10,Topical song,10,0,10,8,11,11,0,11,11,5,6,11,6,11,0,4,5,1,8,5,2,11,2,3,8,0,0,7,5,0,0,5,2,0,0,2,2
"Muchongolo, part 1",T5444R08,Dance song,6,0,0,5,0,0,0,0,0,0,6,9,6,1,3,0,2,0,11,11,11,11,0,0,2,0,0,0,0,0,0,5,4,2,8,8,2
Ndodya Mutombo,T5444R05,Topical song,10,10,10,8,11,11,0,11,11,5,6,11,6,11,0,10,2,11,3,5,2,11,0,3,5,0,0,7,0,0,0,2,2,0,0,2,2
Itlanganiso Ya Magqika Izangoma,T5446R05,Herbalist's song,2,9,6,0,0,0,5,0,0,2,6,9,9,9,0,5,2,1,11,8,5,4,0,3,2,0,0,0,11,0,0,2,4,5,5,8,2
Ukutyiwa Zezilo,T5451R26,Self-delectative song,1,4,10,0,0,0,8,11,11,2,6,0,6,11,0,2,2,1,11,5,2,0,0,7,11,0,0,7,11,0,0,2,0,0,0,0,0
Mhlalo,T5449R35,Dance song; party song,2,9,6,0,0,0,5,0,0,5,6,9,9,9,0,2,0,1,11,8,5,4,0,3,8,0,0,3,0,0,0,5,2,0,5,5,5
Intsimbi Ka Ntsikana,T5451R11,Wedding song; religious song; chant; song for community gathering,2,11,11,0,0,0,11,11,11,8,6,9,11,11,0,4,5,1,11,5,2,2,0,3,5,0,0,3,0,0,0,0,0,0,5,8,8
Inkulu Into Ezakwenzeka,T5449R40,Self-delectative song,10,0,10,8,11,11,8,11,11,8,1,11,1,11,0,9,0,11,11,5,5,11,0,3,11,0,0,3,0,0,0,5,2,0,0,0,2
Lamnandi Ugolohlanq,T5452R25,Praise song,10,0,10,8,11,11,0,11,11,5,6,11,6,11,0,5,2,0,11,5,2,11,0,1,5,0,0,7,11,0,0,0,6,8,8,5,2
Imama,T5452R18,Dance song; boys' song,0,9,6,0,0,0,5,0,0,0,6,0,6,9,0,0,0,0,11,2,2,0,0,3,2,0,0,3,11,0,0,2,2,0,8,8,0
Ea Ema Nthodona Matsetsela,T5450R30,Magic song; divinatory song,2,9,6,0,0,0,5,0,0,2,6,0,6,9,0,2,2,0,11,8,5,6,0,3,5,0,0,3,0,5,0,2,2,0,5,0,0
Mokorotlo with Lithoko,T5450R13,Praise song; chant,2,11,11,0,2,0,11,11,11,8,1,9,11,11,0,5,5,1,8,5,2,6,0,9,2,0,0,11,5,0,0,0,0,0,8,2,0
Lelingoana,T5450R15,Circumcision song; praise song; chant; preparatory song,2,11,11,0,5,0,11,11,11,8,1,9,11,11,0,5,2,1,11,8,5,4,0,7,5,0,0,11,5,0,0,0,0,0,8,8,0
Haopala Pitsi,T5450R20,Work song,2,11,11,0,5,0,11,11,11,5,1,9,11,11,11,5,5,1,11,8,5,6,0,7,8,0,0,11,0,0,0,0,2,0,8,2,0
Five Pounding Songs ,T5448R07,Work song; women's song,8,10,6,8,11,11,5,5,2,5,6,11,9,9,3,1,0,0,8,8,2,11,0,3,2,0,0,7,11,0,0,5,4,5,5,8,5
Nyamugowelo,T5448R35,Work song; comic song; pounding song,10,10,10,8,11,11,0,11,11,8,1,11,1,11,3,11,8,11,11,5,5,11,0,3,5,0,0,3,0,0,0,5,2,0,0,2,2
Masesa I,T5448R31,Dance song,1,0,0,0,0,0,0,0,0,2,6,9,1,3,3,0,2,1,11,8,2,4,0,1,0,0,0,7,11,0,0,5,4,0,11,8,0
Hayilolosa amale ye Matshangana,NULL,Dance song,4,0,0,0,2,0,0,0,0,2,6,9,6,5,0,5,2,0,11,8,5,4,2,3,5,0,0,3,0,0,0,5,4,5,8,5,5
Awu Ngali Wanchumo,T5448R02,Lament,10,0,6,8,11,11,0,0,0,11,3,11,3,5,3,3,2,0,11,2,5,11,0,3,5,0,3,3,5,0,0,5,4,5,5,5,5
Ngimthanda Nje Muhle,T5449R25,Love song,10,4,10,8,11,11,8,11,11,5,0,11,9,11,0,5,2,0,11,5,5,11,0,9,5,11,11,11,11,5,0,8,4,8,11,2,0
Amapoyisa Ahlal' Esangweni,T5445R07,Wedding song,0,11,11,0,0,0,11,11,11,8,6,9,11,11,0,7,5,9,11,8,5,4,0,3,5,3,0,7,5,0,0,2,2,0,5,8,2
I Qhude Lo Kusa,T5449R01,Dance song; hymn; animal song,1,11,11,0,0,0,11,11,11,5,1,9,11,11,0,0,5,1,11,8,2,4,0,9,2,3,0,7,0,0,0,2,6,2,5,5,2
Sesasale' Baleni,T5449R09,Ceremonial song,0,11,11,0,5,0,11,11,11,2,0,9,11,11,0,6,5,4,11,8,2,4,0,9,2,11,0,11,11,0,0,2,2,2,11,5,2
Nandi Ubeya Kumikoti ,T5445R22,Soldier's song; celebratory song,4,11,11,0,0,0,11,11,11,8,1,9,11,11,11,11,5,11,8,8,5,4,0,1,2,0,0,0,0,0,0,5,2,0,5,8,5
Tapali Ataleya Ka Mumbo? ,T5445R23,Dance song,4,0,0,0,0,0,0,0,0,8,1,9,6,1,0,11,8,11,8,5,5,4,0,3,0,0,0,3,0,0,0,5,2,0,5,11,5
Maikele Pafuamu,T5444R35,Drinking song,4,4,1,0,5,0,0,0,0,8,0,9,6,1,0,11,8,11,11,5,2,4,2,3,2,11,0,3,0,0,0,5,6,5,8,8,8
Iteyanye,T5444R37,Hymn; political song,2,0,0,0,2,0,0,0,0,5,1,9,6,1,0,5,5,1,11,5,5,4,0,3,2,0,0,3,5,0,0,2,4,5,8,8,8
Babunda Song of Joy for the New Year,T5457R01,Song of joy; new year song,0,11,11,0,5,2,11,11,11,2,3,0,11,11,0,0,0,0,11,2,5,0,0,0,0,0,0,0,0,0,0,2,9,5,8,8,5
Ngei Kaku Mumeneka Weya Ya Mama,T5453R12,Dance song; greeting song,4,0,0,0,2,0,0,0,0,2,1,9,6,1,3,2,0,0,8,5,5,2,0,1,2,0,0,3,0,0,0,2,4,5,5,8,8
Henga Song,NULL,"",2,9,6,0,2,0,5,0,0,5,6,9,9,9,11,5,5,1,11,8,5,2,0,3,5,0,0,3,11,0,0,5,6,2,5,5,5
Cheyu chamunganda,NULL,Wedding song,0,0,6,0,2,0,5,0,0,5,1,0,1,9,3,6,5,7,11,8,5,0,0,1,5,0,0,0,11,0,0,5,0,0,5,8,0
Kayuni,NULL,Animal song; comic song,2,11,11,0,0,0,11,11,11,5,6,9,11,11,0,5,0,0,11,8,5,6,0,3,5,0,0,0,0,0,0,2,2,0,2,5,5
Wa Lwendu Chombele,T5451R02,Dance song,2,0,0,0,0,0,0,0,0,2,6,9,6,1,0,2,0,0,11,8,5,4,0,3,2,0,0,0,0,0,0,5,2,5,8,8,5
Waluwendo Chombelo,T5450R09,Dance song; party song,2,0,0,0,0,0,0,0,0,5,6,9,6,1,0,5,2,0,11,8,5,6,0,3,5,0,0,3,0,0,0,5,4,0,2,5,2
Chindola Wa Mukalenga,T5450R01,Ceremonial song; processional music; chief's song,10,3,0,8,11,11,0,0,0,8,0,11,6,3,0,11,2,11,11,8,5,11,0,3,5,11,0,7,5,0,0,5,2,0,5,5,2
Luimbo Iwa Chila,T5446R07,Self-delectative song,10,4,10,8,11,11,0,11,11,5,0,11,6,11,0,2,2,0,3,8,5,11,0,7,11,11,0,7,5,0,0,8,2,2,8,2,2
Tuhuri,T5454R20,Wedding song; ceremonial song,2,0,0,0,0,0,0,0,0,5,6,9,6,1,0,2,2,0,11,8,5,4,0,1,2,0,0,3,0,0,0,5,4,5,8,8,2
Libela,T5455R04,Dance song,4,11,11,0,2,0,11,11,11,11,0,9,11,11,0,5,11,1,11,8,5,2,0,9,2,3,0,7,5,0,0,2,2,5,8,8,2
Mama Josefina,T5454R35,Topical song,2,0,1,0,0,0,0,0,0,8,6,11,6,5,3,2,2,0,11,5,5,4,0,1,5,0,0,3,0,0,0,5,4,5,5,5,5
